           0           0           0           0   1.0000000000000000     
           1           0           1           0 -0.57735026918962584     
           1           1           0           1  0.57735026918962573     
           1           1           0           0 -0.57735026918962573     
           1           1           1           1  0.40824829046386307     
           1           1           1           0   0.0000000000000000     
           1           1           2           1  0.18257418583505536     
           1           1           2           0  0.36514837167011072     
           2           0           2           0  0.44721359549995793     
           2           1           1           1 -0.31622776601683794     
           2           1           1           0  0.36514837167011077     
           2           1           2           1 -0.31622776601683789     
           2           1           2           0  -0.0000000000000000     
           2           1           3           1 -0.16903085094570333     
           2           1           3           0 -0.29277002188455992     
           2           2           0           2  0.44721359549995793     
           2           2           0           1 -0.44721359549995793     
           2           2           0           0  0.44721359549995793     
           2           2           1           2  0.36514837167011077     
           2           2           1           1 -0.18257418583505539     
           2           2           1           0   0.0000000000000000     
           2           2           2           2  0.23904572186687872     
           2           2           2           1  0.11952286093343936     
           2           2           2           0 -0.23904572186687872     
           2           2           3           2  0.11952286093343936     
           2           2           3           1  0.23904572186687872     
           2           2           3           0   0.0000000000000000     
           2           2           4           2  3.98409536444797874E-002
           2           2           4           1  0.15936381457791915     
           2           2           4           0  0.23904572186687875     
           3           0           3           0 -0.37796447300922720     
           3           1           2           1  0.23904572186687867     
           3           1           2           0 -0.29277002188455992     
           3           1           3           1  0.26726124191242434     
           3           1           3           0   0.0000000000000000     
           3           1           4           1  0.15430334996209191     
           3           1           4           0  0.25197631533948478     
           3           2           1           2 -0.21821789023599239     
           3           2           1           1  0.27602622373694169     
           3           2           1           0 -0.29277002188455997     
           3           2           2           2 -0.26726124191242434     
           3           2           2           1  0.16903085094570333     
           3           2           2           0  -0.0000000000000000     
           3           2           3           2 -0.21821789023599236     
           3           2           3           1 -6.90065559342354085E-002
           3           2           3           0  0.19518001458970660     
           3           2           4           2 -0.12598815766974239     
           3           2           4           1 -0.19920476822239894     
           3           2           4           0  -0.0000000000000000     
           3           2           5           2 -4.65242105199235451E-002
           3           2           5           1 -0.14712247158412492     
           3           2           5           0 -0.20806259464411977     
           3           3           0           3  0.37796447300922720     
           3           3           0           2 -0.37796447300922720     
           3           3           0           1  0.37796447300922720     
           3           3           0           0 -0.37796447300922720     
           3           3           1           3  0.32732683535398854     
           3           3           1           2 -0.21821789023599239     
           3           3           1           1  0.10910894511799619     
           3           3           1           0   0.0000000000000000     
           3           3           2           3  0.24397501823713327     
           3           3           2           2   0.0000000000000000     
           3           3           2           1 -0.14638501094227996     
           3           3           2           0  0.19518001458970660     
           3           3           3           3  0.15430334996209191     
           3           3           3           2  0.15430334996209191     
           3           3           3           1 -0.15430334996209191     
           3           3           3           0   0.0000000000000000     
           3           3           4           3  8.05822964025380423E-002
           3           3           4           2  0.18802535827258873     
           3           3           4           1  2.68607654675126796E-002
           3           3           4           0 -0.16116459280507608     
           3           3           5           3  3.28975847479884495E-002
           3           3           5           2  0.13159033899195380     
           3           3           5           1  0.16448792373994225     
           3           3           5           0   0.0000000000000000     
           3           3           6           3  9.12414835752264897E-003
           3           3           6           2  5.47448901451359007E-002
           3           3           6           1  0.13686222536283973     
           3           3           6           0  0.18248296715045298     
           4           0           4           0  0.33333333333333331     
           4           1           3           1 -0.19920476822239891     
           4           1           3           0  0.25197631533948484     
           4           1           4           1 -0.23570226039551581     
           4           1           4           0  -0.0000000000000000     
           4           1           5           1 -0.14213381090374028     
           4           1           5           0 -0.22473328748774737     
           4           2           2           2  0.15430334996209191     
           4           2           2           1 -0.21821789023599239     
           4           2           2           0  0.23904572186687867     
           4           2           3           2  0.21821789023599239     
           4           2           3           1 -0.15430334996209191     
           4           2           3           0   0.0000000000000000     
           4           2           4           2  0.19738550848793068     
           4           2           4           1  4.65242105199235381E-002
           4           2           4           0 -0.16988239714587519     
           4           2           5           2  0.12309149097933274     
           4           2           5           1  0.17407765595569782     
           4           2           5           0   0.0000000000000000     
           4           2           6           2  4.82804549585267584E-002
           4           2           6           1  0.13655774839978380     
           4           2           6           0  0.18698939800169145     
           4           3           1           3 -0.16666666666666666     
           4           3           1           2  0.21821789023599242     
           4           3           1           1 -0.24397501823713327     
           4           3           1           0  0.25197631533948484     
           4           3           2           3 -0.22360679774997896     
           4           3           2           2  0.19518001458970660     
           4           3           2           1 -0.10910894511799619     
           4           3           2           0  -0.0000000000000000     
           4           3           3           3 -0.21320071635561044     
           4           3           3           2  4.65242105199235381E-002
           4           3           3           1  0.10403129732205987     
           4           3           3           0 -0.16116459280507603     
           4           3           4           3 -0.15891043154093207     
           4           3           4           2 -0.10403129732205986     
           4           3           4           1  0.13957263155977062     
           4           3           4           0  -0.0000000000000000     
           4           3           5           3 -9.34946990008457129E-002
           4           3           5           2 -0.16321772771370957     
           4           3           5           1 -9.12414835752264897E-003
           4           3           5           0  0.14135069854804388     
           4           3           6           3 -4.18121005003545404E-002
           4           3           6           2 -0.12773807700531706     
           4           3           6           1 -0.14281551174949589     
           4           3           6           0  -0.0000000000000000     
           4           3           7           3 -1.24659598667794282E-002
           4           3           7           2 -5.71262046997983511E-002
           4           3           7           1 -0.12773807700531709     
           4           3           7           0 -0.16490914830605119     
           4           4           0           4  0.33333333333333331     
           4           4           0           3 -0.33333333333333331     
           4           4           0           2  0.33333333333333331     
           4           4           0           1 -0.33333333333333331     
           4           4           0           0  0.33333333333333331     
           4           4           1           4  0.29814239699997197     
           4           4           1           3 -0.22360679774997896     
           4           4           1           2  0.14907119849998599     
           4           4           1           1 -7.45355992499929926E-002
           4           4           1           0   0.0000000000000000     
           4           4           2           4  0.23783535600422526     
           4           4           2           3 -5.94588390010563142E-002
           4           4           2           2 -6.79529588583500654E-002
           4           4           2           1  0.14440003757399389     
           4           4           2           0 -0.16988239714587516     
           4           4           3           4  0.16817499303650435     
           4           4           3           3  8.40874965182521750E-002
           4           4           3           2 -0.15616249353389688     
           4           4           3           1  0.10811249552346708     
           4           4           3           0   0.0000000000000000     
           4           4           4           4  0.10429770312912397     
           4           4           4           3  0.15644655469368596     
           4           4           4           2 -8.19481953157402687E-002
           4           4           4           1 -6.70485234401511226E-002
           4           4           4           0  0.13409704688030225     
           4           4           5           4  5.57494673338060492E-002
           4           4           5           3  0.15331103516796665     
           4           4           5           2  5.57494673338060492E-002
           4           4           5           1 -0.12543630150106364     
           4           4           5           0   0.0000000000000000     
           4           4           6           4  2.49319197335588598E-002
           4           4           6           3  0.10596065886762515     
           4           4           6           2  0.13712555853457373     
           4           4           6           1 -6.23297993338971495E-003
           4           4           6           0 -0.12465959866779430     
